Name,ASCII Name,Country Code,Population,Timezone,Latitude,Longitude
Timotes,Timotes,VE,20098,America/Caracas,8.98224,-70.73926
Tía Juana,Tia Juana,VE,23714,America/Caracas,10.25927,-71.36343
Temblador,Temblador,VE,36447,America/Caracas,9.00525,-62.64493
Táriba,Tariba,VE,138402,America/Caracas,7.82117,-72.22329
Tabay,Tabay,VE,23539,America/Caracas,8.6317,-71.07833
Soledad,Soledad,VE,29763,America/Caracas,8.16206,-63.5654
Socopó,Socopo,VE,72352,America/Caracas,8.23062,-70.82198
San Timoteo,San Timoteo,VE,81017,America/Caracas,9.7901,-71.07084
Santa Teresa del Tuy,Santa Teresa del Tuy,VE,278890,America/Caracas,10.23291,-66.66474
Santa Rita,Santa Rita,VE,31810,America/Caracas,10.53642,-71.51104
Santa Elena de Uairén,Santa Elena de Uairen,VE,29795,America/Caracas,4.60226,-61.11025
Santa Cruz de Mora,Santa Cruz de Mora,VE,21209,America/Caracas,8.39925,-71.64082
Santa Cruz de Mara,Santa Cruz de Mara,VE,69781,America/Caracas,10.79269,-71.68505
Santa Bárbara,Santa Barbara,VE,45808,America/Caracas,7.81348,-71.17788
Santa Ana,Santa Ana,VE,19215,America/Caracas,11.06831,-63.92256
Santa Ana,Santa Ana,VE,35452,America/Caracas,7.6429,-72.27636
San Rafael de Onoto,San Rafael de Onoto,VE,17402,America/Caracas,9.67813,-68.97278
San Rafael,San Rafael,VE,55810,America/Caracas,10.96205,-71.73034
San Mateo,San Mateo,VE,50401,America/Caracas,10.21302,-67.42365
San Juan de los Morros,San Juan de los Morros,VE,160868,America/Caracas,9.91246,-67.35398
Colón,Colon,VE,62513,America/Caracas,8.03125,-72.26053
San Juan Bautista,San Juan Bautista,VE,90387,America/Caracas,11.01243,-63.94412
San José de Barlovento,San Jose de Barlovento,VE,22352,America/Caracas,10.30125,-65.99053
San José de Guanipa,San Jose de Guanipa,VE,83092,America/Caracas,8.88724,-64.16512
San Joaquín,San Joaquin,VE,69894,America/Caracas,10.26061,-67.79348
San Felipe,San Felipe,VE,206270,America/Caracas,10.3401,-68.74297
San Cristóbal,San Cristobal,VE,289852,America/Caracas,7.76593,-72.23576
San Carlos del Zulia,San Carlos del Zulia,VE,126353,America/Caracas,9.00098,-71.92683
San Carlos,San Carlos,VE,120375,America/Caracas,9.66415,-68.58659
Sanare,Sanare,VE,35850,America/Caracas,9.75209,-69.6524
San Antonio del Táchira,San Antonio del Tachira,VE,66392,America/Caracas,7.8112,-72.44437
San Antonio de Los Altos,San Antonio de Los Altos,VE,63873,America/Caracas,10.38853,-66.95179
Sabaneta,Sabaneta,VE,39493,America/Caracas,8.75234,-69.93351
Sabana de Parra,Sabana de Parra,VE,24262,America/Caracas,10.12111,-69.03639
Sabana de Mendoza,Sabana de Mendoza,VE,34869,America/Caracas,9.43494,-70.77495
Rubio,Rubio,VE,93197,America/Caracas,7.70156,-72.35551
La Villa del Rosario,La Villa del Rosario,VE,82766,America/Caracas,10.3258,-72.31343
Río Chico,Rio Chico,VE,22830,America/Caracas,10.31899,-65.97751
Quíbor,Quibor,VE,51377,America/Caracas,9.92866,-69.6201
Punto Fijo,Punto Fijo,VE,141729,America/Caracas,11.69152,-70.19918
Punta de Piedras,Punta de Piedras,VE,31886,America/Caracas,10.90123,-64.0969
Punta de Mata,Punta de Mata,VE,61080,America/Caracas,9.69131,-63.60921
Punta Cardón,Punta Cardon,VE,113999,America/Caracas,11.65806,-70.215
Puerto Píritu,Puerto Piritu,VE,37745,America/Caracas,10.05896,-65.03698
Puerto La Cruz,Puerto La Cruz,VE,370000,America/Caracas,10.21382,-64.6328
Puerto Cumarebo,Puerto Cumarebo,VE,31644,America/Caracas,11.48614,-69.35319
Puerto Cabello,Puerto Cabello,VE,174000,America/Caracas,10.47306,-68.0125
Puerto Ayacucho,Puerto Ayacucho,VE,125840,America/Caracas,5.66049,-67.58343
Pueblo Nuevo,Pueblo Nuevo,VE,18525,America/Caracas,11.94788,-69.92306
Pueblo Nuevo El Chivo,Pueblo Nuevo El Chivo,VE,41740,America/Caracas,8.96249,-71.60754
Porlamar,Porlamar,VE,216234,America/Caracas,10.95771,-63.86971
Píritu,Piritu,VE,43746,America/Caracas,9.37083,-69.21028
Petare,Petare,VE,364684,America/Caracas,10.47679,-66.80786
Pariaguán,Pariaguan,VE,40751,America/Caracas,8.84357,-64.71053
Pampatar,Pampatar,VE,64983,America/Caracas,11.00085,-63.79298
Pampanito,Pampanito,VE,35847,America/Caracas,9.41037,-70.50116
Pampán,Pampan,VE,59657,America/Caracas,9.44519,-70.47556
Palo Negro,Palo Negro,VE,128875,America/Caracas,10.17389,-67.54194
Palmira,Palmira,VE,48087,America/Caracas,7.8375,-72.22794
Ospino,Ospino,VE,33547,America/Caracas,9.29572,-69.45434
Ocumare del Tuy,Ocumare del Tuy,VE,166072,America/Caracas,10.1182,-66.77513
Obispos,Obispos,VE,17440,America/Caracas,8.60701,-70.10489
Nueva Bolivia,Nueva Bolivia,VE,19885,America/Caracas,9.14007,-71.09143
Nirgua,Nirgua,VE,54080,America/Caracas,10.15039,-68.56478
Motatán,Motatan,VE,25437,America/Caracas,9.39182,-70.59061
Morón,Moron,VE,68084,America/Caracas,10.48715,-68.20078
Montalbán,Montalban,VE,29451,America/Caracas,10.21313,-68.32669
Miranda,Miranda,VE,32907,America/Caracas,10.15077,-68.39325
Michelena,Michelena,VE,20539,America/Caracas,7.95642,-72.24235
Mérida,Merida,VE,300000,America/Caracas,8.57899,-71.16922
Mene Grande,Mene Grande,VE,60580,America/Caracas,9.84639,-70.92655
Mene de Mauroa,Mene de Mauroa,VE,19174,America/Caracas,10.68091,-71.03609
Mariara,Mariara,VE,116142,America/Caracas,10.29532,-67.7177
Maracay,Maracay,VE,464700,America/Caracas,10.24972,-67.59475
Maracaibo,Maracaibo,VE,1752602,America/Caracas,10.64232,-71.61089
Mamporal,Mamporal,VE,30918,America/Caracas,10.36556,-66.13391
Maiquetía,Maiquetia,VE,52564,America/Caracas,10.5945,-66.95624
Machiques,Machiques,VE,132734,America/Caracas,10.06077,-72.55212
Los Teques,Los Teques,VE,252242,America/Caracas,10.34954,-67.04266
Los Rastrojos,Los Rastrojos,VE,100497,America/Caracas,10.02588,-69.24166
Los Dos Caminos,Los Dos Caminos,VE,58168,America/Caracas,10.49389,-66.82863
La Victoria,La Victoria,VE,126721,America/Caracas,10.22677,-67.33122
La Vela de Coro,La Vela de Coro,VE,34680,America/Caracas,11.46077,-69.5657
Las Vegas,Las Vegas,VE,20172,America/Caracas,9.53724,-68.63022
Las Tejerías,Las Tejerias,VE,43445,America/Caracas,10.25416,-67.17333
La Paragua,La Paragua,VE,18591,America/Caracas,6.83333,-63.33333
Lagunillas,Lagunillas,VE,44257,America/Caracas,10.13008,-71.25946
Lagunillas,Lagunillas,VE,28176,America/Caracas,8.50457,-71.3894
La Guaira,La Guaira,VE,25259,America/Caracas,10.60156,-66.93293
La Concepción,La Concepcion,VE,120478,America/Caracas,10.61919,-71.83814
Concepción,Concepcion,VE,92463,America/Caracas,10.4119,-71.68919
La Azulita,La Azulita,VE,17111,America/Caracas,8.71364,-71.44421
Judibana,Judibana,VE,23182,America/Caracas,11.75908,-70.18418
Juan Griego,Juan Griego,VE,28256,America/Caracas,11.08172,-63.96549
Higuerote,Higuerote,VE,41364,America/Caracas,10.48287,-66.10096
Güiria,Gueiria,VE,40000,America/Caracas,10.57721,-62.29841
Güigüe,Gueiguee,VE,80627,America/Caracas,10.08344,-67.77799
Guatire,Guatire,VE,227666,America/Caracas,10.474,-66.54241
Guasipati,Guasipati,VE,27988,America/Caracas,7.47702,-61.89666
Guarenas,Guarenas,VE,248588,America/Caracas,10.47027,-66.61934
Guanarito,Guanarito,VE,37219,America/Caracas,8.69625,-69.20832
Guanare,Guanare,VE,112286,America/Caracas,9.03934,-69.73364
Guama,Guama,VE,24570,America/Caracas,10.26638,-68.81986
Guacara,Guacara,VE,198883,America/Caracas,10.22609,-67.877
Escuque,Escuque,VE,18128,America/Caracas,9.29687,-70.67189
Encontrados,Encontrados,VE,26121,America/Caracas,9.05983,-72.2346
El Vigía,El Vigia,VE,162289,America/Caracas,8.6135,-71.65702
El Tocuyo,El Tocuyo,VE,74829,America/Caracas,9.78709,-69.79294
El Tigre,El Tigre,VE,222450,America/Caracas,8.88902,-64.2527
El Sombrero,El Sombrero,VE,31788,America/Caracas,9.3863,-67.05818
El Pao,El Pao,VE,18520,America/Caracas,9.63926,-68.12917
Elorza,Elorza,VE,27795,America/Caracas,7.06088,-69.49765
Lecherías,Lecherias,VE,47778,America/Caracas,10.19167,-64.69207
El Limón,El Limon,VE,148247,America/Caracas,10.30589,-67.63212
El Hatillo,El Hatillo,VE,57591,America/Caracas,10.42411,-66.82581
El Dorado,El Dorado,VE,16100,America/Caracas,6.71581,-61.63738
El Dividive,El Dividive,VE,19243,America/Caracas,9.4751,-70.73493
Ejido,Ejido,VE,120978,America/Caracas,8.54665,-71.24087
Duaca,Duaca,VE,39653,America/Caracas,10.28554,-69.16244
Dabajuro,Dabajuro,VE,28117,America/Caracas,11.02273,-70.67769
Cumanacoa,Cumanacoa,VE,25858,America/Caracas,10.25056,-63.91938
Cumaná,Cumana,VE,405626,America/Caracas,10.4639,-64.17859
Cúa,Cua,VE,182558,America/Caracas,10.16245,-66.88248
Coro,Coro,VE,246657,America/Caracas,11.40769,-69.67822
Coloncito,Coloncito,VE,25352,America/Caracas,8.32611,-72.08742
Cocorote,Cocorote,VE,52803,America/Caracas,10.31954,-68.78298
Clarines,Clarines,VE,21582,America/Caracas,9.93991,-65.16517
Ciudad Piar,Ciudad Piar,VE,51967,America/Caracas,7.45209,-63.31992
Ciudad Ojeda,Ciudad Ojeda,VE,240283,America/Caracas,10.20161,-71.3148
Ciudad Guayana,Ciudad Guayana,VE,978202,America/Caracas,8.35122,-62.64102
Ciudad Bolivia,Ciudad Bolivia,VE,52476,America/Caracas,8.35304,-70.57121
Ciudad Bolívar,Ciudad Bolivar,VE,412619,America/Caracas,8.12366,-63.54694
Chivacoa,Chivacoa,VE,70298,America/Caracas,10.15951,-68.89453
Chiquinquirá,Chiquinquira,VE,17271,America/Caracas,10.44333,-71.64722
Charallave,Charallave,VE,129182,America/Caracas,10.24247,-66.85723
Chaguaramas,Chaguaramas,VE,17728,America/Caracas,9.33754,-66.25282
Chacao,Chacao,VE,64609,America/Caracas,10.49581,-66.85367
Tacarigua,Tacarigua,VE,69636,America/Caracas,10.08621,-67.91982
Caucagüito,Caucagueito,VE,52556,America/Caracas,10.48666,-66.73799
Caucagua,Caucagua,VE,31788,America/Caracas,10.2831,-66.37591
Catia La Mar,Catia La Mar,VE,106822,America/Caracas,10.60545,-67.03238
Casigua El Cubo,Casigua El Cubo,VE,24592,America/Caracas,8.74602,-72.51889
Casanay,Casanay,VE,20609,America/Caracas,10.5042,-63.41729
Carúpano,Carupano,VE,167187,America/Caracas,10.66516,-63.25387
Carrizal,Carrizal,VE,40618,America/Caracas,10.34985,-66.98632
Carora,Carora,VE,121741,America/Caracas,10.17283,-70.081
Caripito,Caripito,VE,43448,America/Caracas,10.11135,-63.09985
Cariaco,Cariaco,VE,41589,America/Caracas,10.49682,-63.55286
Caracas,Caracas,VE,3000000,America/Caracas,10.48801,-66.87919
Caraballeda,Caraballeda,VE,37824,America/Caracas,10.61216,-66.85192
Cantaura,Cantaura,VE,68885,America/Caracas,9.30571,-64.35841
Camaguán,Camaguan,VE,20791,America/Caracas,8.10732,-67.60738
Calabozo,Calabozo,VE,168605,America/Caracas,8.92416,-67.42929
Caja Seca,Caja Seca,VE,34165,America/Caracas,9.14151,-71.06741
Caicara,Caicara,VE,23625,America/Caracas,9.81755,-63.61331
Caicara del Orinoco,Caicara del Orinoco,VE,67277,America/Caracas,7.63501,-66.16815
Cagua,Cagua,VE,119033,America/Caracas,10.18634,-67.45935
Cabudare,Cabudare,VE,102686,America/Caracas,10.02658,-69.26203
Cabimas,Cabimas,VE,351736,America/Caracas,10.39907,-71.45206
Boraure,Boraure,VE,21588,America/Caracas,10.24752,-68.76966
Boconoito,Boconoito,VE,18086,America/Caracas,8.84659,-69.98032
Boconó,Bocono,VE,68990,America/Caracas,9.25385,-70.25105
Biruaca,Biruaca,VE,76553,America/Caracas,7.84483,-67.51679
Bejuma,Bejuma,VE,34618,America/Caracas,10.17383,-68.25892
Baruta,Baruta,VE,244216,America/Caracas,10.43424,-66.87558
Barrancas,Barrancas,VE,24354,America/Caracas,8.76962,-70.11086
Barrancas,Barrancas,VE,19474,America/Caracas,8.6989,-62.19656
Barquisimeto,Barquisimeto,VE,1240714,America/Caracas,10.0647,-69.35703
Barinitas,Barinitas,VE,51556,America/Caracas,8.76171,-70.41199
Barinas,Barinas,VE,397279,America/Caracas,8.62064,-70.23105
Barcelona,Barcelona,VE,815141,America/Caracas,10.1384,-64.68769
Bailadores,Bailadores,VE,20113,America/Caracas,8.25347,-71.82818
Aroa,Aroa,VE,35508,America/Caracas,10.43949,-68.89496
Araya,Araya,VE,23693,America/Caracas,10.57998,-64.25548
Araure,Araure,VE,181820,America/Caracas,9.58144,-69.23851
Aragua de Barcelona,Aragua de Barcelona,VE,34048,America/Caracas,9.45588,-64.82928
Altagracia de Orituco,Altagracia de Orituco,VE,68207,America/Caracas,9.86005,-66.38139
Los Puertos de Altagracia,Los Puertos de Altagracia,VE,101527,America/Caracas,10.71492,-71.52168
Achaguas,Achaguas,VE,45311,America/Caracas,7.77917,-68.22373
Acarigua,Acarigua,VE,188278,America/Caracas,9.55451,-69.19564
San Josecito,San Josecito,VE,54669,America/Caracas,7.66106,-72.22009
Maturín,Maturin,VE,647459,America/Caracas,9.74569,-63.18323
La Fría,La Fria,VE,61568,America/Caracas,8.21523,-72.24888
La Grita,La Grita,VE,37545,America/Caracas,8.13316,-71.9839
Capacho Nuevo,Capacho Nuevo,VE,40169,America/Caracas,7.82472,-72.3084
El Cafetal,El Cafetal,VE,80029,America/Caracas,10.46541,-66.82951
La Dolorita,La Dolorita,VE,56846,America/Caracas,10.4883,-66.78608
Guasdualito,Guasdualito,VE,64608,America/Caracas,7.24241,-70.73235
San Fernando de Apure,San Fernando de Apure,VE,229197,America/Caracas,7.88963,-67.47181
Santa Cruz de los Taques,Santa Cruz de los Taques,VE,25047,America/Caracas,11.8235,-70.25637
Road Town,Road Town,VG,8449,America/Tortola,18.42693,-64.62079
Charlotte Amalie,Charlotte Amalie,VI,20000,America/St_Thomas,18.3419,-64.9307
Saint Croix,Saint Croix,VI,50601,America/St_Thomas,17.72751,-64.74698
Yên Vinh,Yen Vinh,VN,107082,Asia/Bangkok,18.66667,105.66667
Yên Phụ,Yen Phu,VN,23942,Asia/Bangkok,21.03333,105.83333
Yên Bái,Yen Bai,VN,100631,Asia/Bangkok,21.72288,104.9113
Xuân Mai,Xuan Mai,VN,25100,Asia/Ho_Chi_Minh,20.9,105.58333
Xuân Lộc,Xuan Loc,VN,253140,Asia/Ho_Chi_Minh,10.93333,107.23333
Xóm Mỹ Xuân,Xom My Xuan,VN,32345,Asia/Ho_Chi_Minh,10.61667,107.06667
Xóm Cái Nước,Xom Cai Nuoc,VN,54397,Asia/Ho_Chi_Minh,9.8,105.1
Cái Đôi Vàm,Cai GJoi Vam,VN,36444,Asia/Ho_Chi_Minh,8.85707,104.81199
Trảng Bom,Trang Bom,VN,57560,Asia/Ho_Chi_Minh,10.95358,107.00589
Xã Long Hải,Xa Long Hai,VN,35167,Asia/Ho_Chi_Minh,10.38706,107.23884
Vũng Tàu,Vung Tau,VN,464860,Asia/Ho_Chi_Minh,10.34599,107.08426
Vị Thanh,Vi Thanh,VN,24477,Asia/Ho_Chi_Minh,9.78449,105.47012
Vĩnh Yên,Vinh Yen,VN,119128,Asia/Bangkok,21.30891,105.60489
Vĩnh Tuy,Vinh Tuy,VN,86618,Asia/Bangkok,21,105.88333
Vĩnh Long,Vinh Long,VN,137870,Asia/Ho_Chi_Minh,10.25369,105.9722
Vĩnh Châu,Vinh Chau,VN,183918,Asia/Ho_Chi_Minh,9.32439,105.98006
Vinh,Vinh,VN,790000,Asia/Bangkok,18.67337,105.69232
Việt Yên,Viet Yen,VN,205900,Asia/Ho_Chi_Minh,21.26667,106.13333
Việt Trì,Viet Tri,VN,415280,Asia/Bangkok,21.32274,105.40198
Thành Phố Uông Bí,Thanh Pho Uong Bi,VN,63829,Asia/Ho_Chi_Minh,21.03433,106.77049
Tuy Hòa,Tuy Hoa,VN,155921,Asia/Ho_Chi_Minh,13.09546,109.32094
Tuyên Quang,Tuyen Quang,VN,104645,Asia/Bangkok,21.82356,105.21424
Trung Phụng,Trung Phung,VN,16998,Asia/Bangkok,21,105.83333
Hồng Lĩnh,Hong Linh,VN,36940,Asia/Bangkok,18.56667,105.68333
Thành phố Trà Vinh,Thanh pho Tra Vinh,VN,160310,Asia/Ho_Chi_Minh,9.94719,106.34225
Trảng Bàng,Trang Bang,VN,161831,Asia/Ho_Chi_Minh,11.02987,106.35751
Long Bien,Long Bien,VN,347829,Asia/Bangkok,21.03333,105.9
Tịnh Biên,Tinh Bien,VN,143098,Asia/Ho_Chi_Minh,10.59591,104.93669
Thượng Cát,Thuong Cat,VN,87406,Asia/Bangkok,21.09342,105.73188
Thủ Đức,Thu GJuc,VN,524670,Asia/Ho_Chi_Minh,10.84863,106.77209
Thủ Dầu Một,Thu Dau Mot,VN,373105,Asia/Ho_Chi_Minh,10.9804,106.6519
Thuận Thanh,Thuan Thanh,VN,199577,Asia/Bangkok,21.046,106.079
Thốt Nốt,Thot Not,VN,158225,Asia/Ho_Chi_Minh,10.27213,105.5338
Thới Lai,Thoi Lai,VN,109684,Asia/Ho_Chi_Minh,10.06522,105.55863
Thới Bình,Thoi Binh,VN,38116,Asia/Ho_Chi_Minh,9.35584,105.09929
Ho Chi Minh City,Ho Chi Minh City,VN,14002598,Asia/Ho_Chi_Minh,10.82302,106.62965
Thanh Liệt,Thanh Liet,VN,76238,Asia/Bangkok,20.96667,105.81667
Thanh Hóa,Thanh Hoa,VN,850000,Asia/Bangkok,19.8,105.76667
Thái Nguyên,Thai Nguyen,VN,420000,Asia/Bangkok,21.59422,105.84817
Thái Bình,Thai Binh,VN,53071,Asia/Bangkok,20.45,106.34002
Tây Ninh,Tay Ninh,VN,135254,Asia/Ho_Chi_Minh,11.31004,106.09828
Tây Hồ,Tay Ho,VN,168300,Asia/Bangkok,21.06895,105.81053
Tân Châu,Tan Chau,VN,175211,Asia/Ho_Chi_Minh,10.79832,105.23887
Tân Bình,Tan Binh,VN,89373,Asia/Ho_Chi_Minh,10.8025,106.66
Tân An,Tan An,VN,215250,Asia/Ho_Chi_Minh,10.53589,106.41366
Tam Kỳ,Tam Ky,VN,165240,Asia/Ho_Chi_Minh,15.57364,108.47403
Tam Giang,Tam Giang,VN,23277,Asia/Ho_Chi_Minh,8.8,105.18333
Sơn Tây,Son Tay,VN,230577,Asia/Bangkok,21.14053,105.50686
Sơn La,Son La,VN,106052,Asia/Bangkok,21.3256,103.91882
Sông Cầu,Song Cau,VN,94066,Asia/Ho_Chi_Minh,13.4556,109.22348
Sóc Trăng,Soc Trang,VN,221430,Asia/Ho_Chi_Minh,9.59995,105.97193
Sầm Sơn,Sam Son,VN,129801,Asia/Ho_Chi_Minh,19.73333,105.9
Sa Dec,Sa Dec,VN,214610,Asia/Ho_Chi_Minh,10.29085,105.75635
Rạch Giá,Rach Gia,VN,459860,Asia/Ho_Chi_Minh,10.01245,105.08091
Qui Nhon,Qui Nhon,VN,519208,Asia/Ho_Chi_Minh,13.77648,109.22367
Ba Đồn,Ba GJon,VN,106413,Asia/Bangkok,17.75353,106.42355
Quán Hàu,Quan Hau,VN,36210,Asia/Bangkok,17.40438,106.64072
Quảng Ngãi,Quang Ngai,VN,278496,Asia/Ho_Chi_Minh,15.12047,108.79232
Pleiku,Pleiku,VN,114225,Asia/Ho_Chi_Minh,13.98333,108
Phú Thọ,Phu Tho,VN,91650,Asia/Bangkok,21.39963,105.22221
Phước Hòa,Phuoc Hoa,VN,15418,Asia/Ho_Chi_Minh,12.1,107.11667
Phú Mỹ,Phu My,VN,287055,Asia/Ho_Chi_Minh,10.63333,107.06667
Phủ Lý,Phu Ly,VN,136654,Asia/Bangkok,20.54531,105.91221
Phú Khương,Phu Khuong,VN,47966,Asia/Ho_Chi_Minh,11.28333,106.13333
Phú Đô,Phu GJo,VN,15983,Asia/Bangkok,21.01667,105.76667
Phúc Yên,Phuc Yen,VN,180000,Asia/Bangkok,21.23695,105.70483
Phong Thạnh,Phong Thanh,VN,53912,Asia/Ho_Chi_Minh,9.32361,105.34639
Phong Điền,Phong GJien,VN,114820,Asia/Bangkok,16.58321,107.36438
Phong Điền,Phong GJien,VN,98424,Asia/Ho_Chi_Minh,9.99753,105.6673
Phan Thiết,Phan Thiet,VN,228536,Asia/Ho_Chi_Minh,10.92889,108.10208
Phan Rang-Tháp Chàm,Phan Rang-Thap Cham,VN,207998,Asia/Ho_Chi_Minh,11.56432,108.98858
Ô Môn,O Mon,VN,129683,Asia/Ho_Chi_Minh,10.10974,105.62318
Ninh Hòa,Ninh Hoa,VN,230566,Asia/Ho_Chi_Minh,12.49187,109.12495
Ninh Bình,Ninh Binh,VN,36864,Asia/Bangkok,20.25809,105.97965
Nha Trang,Nha Trang,VN,579000,Asia/Ho_Chi_Minh,12.24507,109.19432
Nhà Bè,Nha Be,VN,17264,Asia/Ho_Chi_Minh,10.69672,106.74032
Nghi Xuân,Nghi Xuan,VN,118000,Asia/Bangkok,18.66206,105.75575
Nghi Sơn,Nghi Son,VN,302210,Asia/Bangkok,19.32746,105.82145
Nghĩa Lộ,Nghia Lo,VN,68206,Asia/Ho_Chi_Minh,21.6,104.51667
Nghĩa Đô,Nghia GJo,VN,96418,Asia/Bangkok,21.05,105.8
Nam Định,Nam GJinh,VN,448225,Asia/Bangkok,20.43389,106.17729
Năm Căn,Nam Can,VN,30135,Asia/Ho_Chi_Minh,8.75899,104.99285
Mỹ Tho,My Tho,VN,270700,Asia/Ho_Chi_Minh,10.36004,106.35996
Mỹ Lại,My Lai,VN,23978,Asia/Ho_Chi_Minh,15.18764,108.88904
Mỹ Khê,My Khe,VN,23978,Asia/Ho_Chi_Minh,15.15,108.9
Mỹ Hào,My Hao,VN,115608,Asia/Bangkok,20.91667,106.08333
Mường Lay,Muong Lay,VN,20450,Asia/Ho_Chi_Minh,22,103.13333
Móng Cái,Mong Cai,VN,108553,Asia/Bangkok,21.52471,107.96619
Mai Dịch,Mai Dich,VN,40527,Asia/Bangkok,21.03333,105.78333
Long Xuyên,Long Xuyen,VN,286140,Asia/Ho_Chi_Minh,10.38639,105.43518
Long Mỹ,Long My,VN,61781,Asia/Ho_Chi_Minh,9.68141,105.57226
Liễu Giai,Lieu Giai,VN,20546,Asia/Bangkok,21.03333,105.81667
Lào Cai,Lao Cai,VN,130671,Asia/Bangkok,22.48556,103.97066
Lạng Sơn,Lang Son,VN,200108,Asia/Bangkok,21.85264,106.76101
La Gi,La Gi,VN,160652,Asia/Ho_Chi_Minh,10.65993,107.77206
Kỳ Anh,Ky Anh,VN,150226,Asia/Bangkok,18.06243,106.29832
Kon Tum,Kon Tum,VN,205762,Asia/Ho_Chi_Minh,14.35451,108.00759
Hương Trà,Huong Tra,VN,72677,Asia/Bangkok,16.52539,107.4755
Hương Thủy,Huong Thuy,VN,95299,Asia/Ho_Chi_Minh,16.42184,107.63999
Hưng Yên,Hung Yen,VN,118646,Asia/Bangkok,20.64637,106.05112
Hưng Mỹ,Hung My,VN,38687,Asia/Ho_Chi_Minh,8.9,104.98333
Huế,Hue,VN,1380000,Asia/Bangkok,16.4619,107.59546
Hồng Ngự,Hong Ngu,VN,101155,Asia/Ho_Chi_Minh,10.8,105.35
Hạ Long,Ha Long,VN,270054,Asia/Bangkok,20.95045,107.07336
Hoi An,Hoi An,VN,32757,Asia/Ho_Chi_Minh,15.87944,108.335
Hòa Bình,Hoa Binh,VN,105260,Asia/Bangkok,20.81717,105.33759
Hà Tĩnh,Ha Tinh,VN,27728,Asia/Bangkok,18.34282,105.90569
Hà Tiên,Ha Tien,VN,100560,Asia/Ho_Chi_Minh,10.3831,104.48753
Hanoi,Hanoi,VN,8053663,Asia/Bangkok,21.0245,105.84117
Haiphong,Haiphong,VN,2625200,Asia/Bangkok,20.86481,106.68345
Hải Dương,Hai Duong,VN,241373,Asia/Bangkok,20.94099,106.33302
Hà Giang,Ha Giang,VN,55559,Asia/Bangkok,22.82333,104.98357
Hà Đông,Ha GJong,VN,50877,Asia/Bangkok,20.97136,105.77876
Gò Vấp,Go Vap,VN,110850,Asia/Ho_Chi_Minh,10.81667,106.68333
Gò Công,Go Cong,VN,97709,Asia/Ho_Chi_Minh,10.36667,106.66667
Giá Rai,Gia Rai,VN,145340,Asia/Ho_Chi_Minh,9.23444,105.45833
Gia Nghĩa,Gia Nghia,VN,85082,Asia/Ho_Chi_Minh,12.00423,107.69074
Đưc Trọng,GJuc Trong,VN,161232,Asia/Ho_Chi_Minh,11.73559,108.3733
Đức Phổ,GJuc Pho,VN,155743,Asia/Ho_Chi_Minh,14.81355,108.95931
Đố Sơn,GJo Son,VN,51417,Asia/Ho_Chi_Minh,20.71361,106.78944
Đồng Xoài,GJong Xoai,VN,168000,Asia/Ho_Chi_Minh,11.53495,106.88324
Thị Trấn Đông Triều,Thi Tran GJong Trieu,VN,248896,Asia/Bangkok,21.08242,106.5138
Đồng Hới,GJong Hoi,VN,133672,Asia/Bangkok,17.46885,106.62226
Ðông Hà,Dong Ha,VN,164228,Asia/Bangkok,16.81625,107.10031
Diễn Thành,Dien Thanh,VN,21605,Asia/Bangkok,18.97652,105.60034
Dien Bien Phu,Dien Bien Phu,VN,84672,Asia/Bangkok,21.38602,103.02301
Điện Bàn,GJien Ban,VN,226564,Asia/Ho_Chi_Minh,15.88853,108.25447
Dịch Vọng,Dich Vong,VN,27979,Asia/Bangkok,21.03333,105.8
Dĩ An,Di An,VN,463023,Asia/Ho_Chi_Minh,10.90682,106.7694
Thị Trấn Đất Đỏ,Thi Tran GJat GJo,VN,20187,Asia/Ho_Chi_Minh,10.49093,107.27014
Đan Phượng,GJan Phuong,VN,39917,Asia/Bangkok,21.08917,105.6625
Da Nang,Da Nang,VN,1276000,Asia/Ho_Chi_Minh,16.06778,108.22083
Ðà Lạt,Da Lat,VN,258014,Asia/Ho_Chi_Minh,11.94646,108.44193
Dại Mỗ,Dai Mo,VN,59980,Asia/Bangkok,20.98333,105.76667
Đại Lộc,GJai Loc,VN,16215,Asia/Ho_Chi_Minh,15.88214,108.12092
Củ Chi,Cu Chi,VN,75000,Asia/Ho_Chi_Minh,10.97333,106.49325
Cờ Đỏ,Co GJo,VN,116576,Asia/Ho_Chi_Minh,10.09377,105.42916
Cổ Lóa,Co Loa,VN,16514,Asia/Ho_Chi_Minh,21.11667,105.86667
Chũ,Chu,VN,127881,Asia/Bangkok,21.37379,106.56649
Chơn Thành,Chon Thanh,VN,121083,Asia/Ho_Chi_Minh,11.42821,106.63536
Chợ Lớn,Cho Lon,VN,561000,Asia/Ho_Chi_Minh,10.75,106.65
Chí Linh,Chi Linh,VN,220421,Asia/Ho_Chi_Minh,21.06667,106.31667
Châu Đốc,Chau GJoc,VN,70239,Asia/Ho_Chi_Minh,10.7,105.11667
Cát Bà,Cat Ba,VN,30000,Asia/Ho_Chi_Minh,20.72779,107.04819
Cao Lãnh,Cao Lanh,VN,211912,Asia/Ho_Chi_Minh,10.46017,105.63294
Cao Bằng,Cao Bang,VN,73549,Asia/Bangkok,22.66568,106.25786
Cần Thơ,Can Tho,VN,1507187,Asia/Ho_Chi_Minh,10.03711,105.78825
